ProductKey;ProductSubcategoryKey;EnglishProductCategoryName;FrenchProductCategoryName;SpanishProductCategoryName;WeightUnitMeasureCode;SizeUnitMeasureCode;EnglishProductName;SpanishProductName;FrenchProductName;StandardCost;FinishedGoodsFlag;Color;SafetyStockLevel;ListPrice;Size;SizeRange;Weight;DaysToManufacture;ProductLine;DealerPrice;Class;Style;ModelName;EnglishDescription;FrenchDescription;Status
300;12;Components;Composant;Componente;LB ;CM ;HL Mountain Frame - Black, 48;;;699,0928;TRUE;Black;500;1349,6;48;48-52 CM;2,8;1;M ;809,76;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.;
301;12;Components;Composant;Componente;LB ;CM ;HL Mountain Frame - Black, 46;;;617,0281;TRUE;Black;500;1191,1739;46;42-46 CM;2,84;1;M ;714,7043;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.;
302;12;Components;Composant;Componente;LB ;CM ;HL Mountain Frame - Black, 46;;;653,6971;TRUE;Black;500;1226,9091;46;42-46 CM;2,84;1;M ;736,1455;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.;
303;12;Components;Composant;Componente;LB ;CM ;HL Mountain Frame - Black, 46;;;739,041;TRUE;Black;500;1349,6;46;42-46 CM;2,84;1;M ;809,76;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.;Current
304;12;Components;Composant;Componente;LB ;CM ;HL Mountain Frame - Black, 38;;;617,0281;TRUE;Black;500;1191,1739;38;38-40 CM;2,68;2;M ;714,7043;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.;
305;12;Components;Composant;Componente;LB ;CM ;HL Mountain Frame - Black, 38;;;653,6971;TRUE;Black;500;1226,9091;38;38-40 CM;2,68;2;M ;736,1455;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.;
306;12;Components;Composant;Componente;LB ;CM ;HL Mountain Frame - Black, 38;;;739,041;TRUE;Black;500;1349,6;38;38-40 CM;2,68;2;M ;809,76;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.;Current
307;12;Components;Composant;Componente;LB ;CM ;HL Mountain Frame - Silver, 38;;;623,8403;TRUE;Silver;500;1204,3248;38;38-40 CM;2,68;2;M ;722,5949;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.;
308;12;Components;Composant;Componente;LB ;CM ;HL Mountain Frame - Silver, 38;;;660,9142;TRUE;Silver;500;1240,4545;38;38-40 CM;2,68;2;M ;744,2727;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.;
309;12;Components;Composant;Componente;LB ;CM ;HL Mountain Frame - Silver, 38;;;747,2002;TRUE;Silver;500;1364,5;38;38-40 CM;2,68;2;M ;818,7;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.;Current
310;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-150 Red, 62;Carretera: 150, roja, 62;Vélo de route 150 rouge, 62;2171,2942;TRUE;Red;100;3578,27;62;60-62 CM;15;4;R ;2146,962;H ;U ;Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.;
311;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-150 Red, 44;Carretera: 150, roja, 44;Vélo de route 150 rouge, 44;2171,2942;TRUE;Red;100;3578,27;44;42-46 CM;13,77;4;R ;2146,962;H ;U ;Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.;
312;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-150 Red, 48;Carretera: 150, roja, 48;Vélo de route 150 rouge, 48;2171,2942;TRUE;Red;100;3578,27;48;48-52 CM;14,13;4;R ;2146,962;H ;U ;Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.;
313;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-150 Red, 52;Carretera: 150, roja, 52;Vélo de route 150 rouge, 52;2171,2942;TRUE;Red;100;3578,27;52;48-52 CM;14,42;4;R ;2146,962;H ;U ;Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.;
314;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-150 Red, 56;Carretera: 150, roja, 56;Vélo de route 150 rouge, 56;2171,2942;TRUE;Red;100;3578,27;56;54-58 CM;14,68;4;R ;2146,962;H ;U ;Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.;
315;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-450 Red, 58;Carretera: 450, roja, 58;Vélo de route 450 rouge, 58;884,7083;TRUE;Red;100;1457,99;58;54-58 CM;17,79;4;R ;874,794;M ;U ;Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Un véritable vélo multi-sports, qui offre une conduite optimisée et une ligne révolutionnaire. Sa ligne aérodynamique vous permet de l'utiliser en course et ses vitesses de gravir les cols.;
316;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-450 Red, 60;Carretera: 450, roja, 60;Vélo de route 450 rouge, 60;884,7083;TRUE;Red;100;1457,99;60;60-62 CM;17,9;4;R ;874,794;M ;U ;Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Un véritable vélo multi-sports, qui offre une conduite optimisée et une ligne révolutionnaire. Sa ligne aérodynamique vous permet de l'utiliser en course et ses vitesses de gravir les cols.;
317;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-450 Red, 44;Carretera: 450, roja, 44;Vélo de route 450 rouge, 44;884,7083;TRUE;Red;100;1457,99;44;42-46 CM;16,77;4;R ;874,794;M ;U ;Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Un véritable vélo multi-sports, qui offre une conduite optimisée et une ligne révolutionnaire. Sa ligne aérodynamique vous permet de l'utiliser en course et ses vitesses de gravir les cols.;
318;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-450 Red, 48;Carretera: 450, roja, 48;Vélo de route 450 rouge, 48;884,7083;TRUE;Red;100;1457,99;48;48-52 CM;17,13;4;R ;874,794;M ;U ;Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Un véritable vélo multi-sports, qui offre une conduite optimisée et une ligne révolutionnaire. Sa ligne aérodynamique vous permet de l'utiliser en course et ses vitesses de gravir les cols.;
319;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-450 Red, 52;Carretera: 450, roja, 52;Vélo de route 450 rouge, 52;884,7083;TRUE;Red;100;1457,99;52;48-52 CM;17,42;4;R ;874,794;M ;U ;Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;Un véritable vélo multi-sports, qui offre une conduite optimisée et une ligne révolutionnaire. Sa ligne aérodynamique vous permet de l'utiliser en course et ses vitesses de gravir les cols.;
320;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Red, 58;Carretera: 650, roja, 58;Vélo de route 650 rouge, 58;413,1463;TRUE;Red;100;699,0982;58;54-58 CM;19,79;4;R ;419,4589;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
321;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Red, 58;Carretera: 650, roja, 58;Vélo de route 650 rouge, 58;486,7066;TRUE;Red;100;782,99;58;54-58 CM;19,79;4;R ;469,794;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
322;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Red, 60;Carretera: 650, roja, 60;Vélo de route 650 rouge, 60;413,1463;TRUE;Red;100;699,0982;60;60-62 CM;19,9;4;R ;419,4589;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
323;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Red, 60;Carretera: 650, roja, 60;Vélo de route 650 rouge, 60;486,7066;TRUE;Red;100;782,99;60;60-62 CM;19,9;4;R ;469,794;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
324;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Red, 62;Carretera: 650, roja, 62;Vélo de route 650 rouge, 62;413,1463;TRUE;Red;100;699,0982;62;60-62 CM;20;4;R ;419,4589;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
325;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Red, 62;Carretera: 650, roja, 62;Vélo de route 650 rouge, 62;486,7066;TRUE;Red;100;782,99;62;60-62 CM;20;4;R ;469,794;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
326;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Red, 44;Carretera: 650, roja, 44;Vélo de route 650 rouge, 44;413,1463;TRUE;Red;100;699,0982;44;42-46 CM;18,77;4;R ;419,4589;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
327;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Red, 44;Carretera: 650, roja, 44;Vélo de route 650 rouge, 44;486,7066;TRUE;Red;100;782,99;44;42-46 CM;18,77;4;R ;469,794;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
328;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Red, 48;Carretera: 650, roja, 48;Vélo de route 650 rouge, 48;413,1463;TRUE;Red;100;699,0982;48;48-52 CM;19,13;4;R ;419,4589;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
329;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Red, 48;Carretera: 650, roja, 48;Vélo de route 650 rouge, 48;486,7066;TRUE;Red;100;782,99;48;48-52 CM;19,13;4;R ;469,794;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
330;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Red, 52;Carretera: 650, roja, 52;Vélo de route 650 rouge, 52;413,1463;TRUE;Red;100;699,0982;52;48-52 CM;19,42;4;R ;419,4589;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
331;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Red, 52;Carretera: 650, roja, 52;Vélo de route 650 rouge, 52;486,7066;TRUE;Red;100;782,99;52;48-52 CM;19,42;4;R ;469,794;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
332;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Black, 58;Carretera: 650, negra, 58;Vélo de route 650 noir, 58;413,1463;TRUE;Black;100;699,0982;58;54-58 CM;19,79;4;R ;419,4589;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
333;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Black, 58;Carretera: 650, negra, 58;Vélo de route 650 noir, 58;486,7066;TRUE;Black;100;782,99;58;54-58 CM;19,79;4;R ;469,794;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
334;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Black, 60;Carretera: 650, negra, 60;Vélo de route 650 noir, 60;413,1463;TRUE;Black;100;699,0982;60;60-62 CM;19,9;4;R ;419,4589;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
335;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Black, 60;Carretera: 650, negra, 60;Vélo de route 650 noir, 60;486,7066;TRUE;Black;100;782,99;60;60-62 CM;19,9;4;R ;469,794;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
336;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Black, 62;Carretera: 650, negra, 62;Vélo de route 650 noir, 62;413,1463;TRUE;Black;100;699,0982;62;60-62 CM;20;4;R ;419,4589;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
337;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Black, 62;Carretera: 650, negra, 62;Vélo de route 650 noir, 62;486,7066;TRUE;Black;100;782,99;62;60-62 CM;20;4;R ;469,794;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
338;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Black, 44;Carretera: 650, negra, 44;Vélo de route 650 noir, 44;413,1463;TRUE;Black;100;699,0982;44;42-46 CM;18,77;4;R ;419,4589;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
339;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Black, 44;Carretera: 650, negra, 44;Vélo de route 650 noir, 44;486,7066;TRUE;Black;100;782,99;44;42-46 CM;18,77;4;R ;469,794;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
340;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Black, 48;Carretera: 650, negra, 48;Vélo de route 650 noir, 48;413,1463;TRUE;Black;100;699,0982;48;48-52 CM;19,13;4;R ;419,4589;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
341;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Black, 48;Carretera: 650, negra, 48;Vélo de route 650 noir, 48;486,7066;TRUE;Black;100;782,99;48;48-52 CM;19,13;4;R ;469,794;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
342;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Black, 52;Carretera: 650, negra, 52;Vélo de route 650 noir, 52;413,1463;TRUE;Black;100;699,0982;52;48-52 CM;19,42;4;R ;419,4589;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
343;2;Bikes;Vélo;Bicicleta;LB ;CM ;Road-650 Black, 52;Carretera: 650, negra, 52;Vélo de route 650 noir, 52;486,7066;TRUE;Black;100;782,99;52;48-52 CM;19,42;4;R ;469,794;L ;U ;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.;
344;1;Bikes;Vélo;Bicicleta;LB ;CM ;Mountain-100 Silver, 38;Montaña: 100, plateada, 38;VTT 100 argent, 38;1912,1544;TRUE;Silver;100;3399,99;38;38-40 CM;20,35;4;M ;2039,994;H ;U ;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.;
345;1;Bikes;Vélo;Bicicleta;LB ;CM ;Mountain-100 Silver, 42;Montaña: 100, plateada, 42;VTT 100 argent, 42;1912,1544;TRUE;Silver;100;3399,99;42;42-46 CM;20,77;4;M ;2039,994;H ;U ;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.;
346;1;Bikes;Vélo;Bicicleta;LB ;CM ;Mountain-100 Silver, 44;Montaña: 100, plateada, 44;VTT 100 argent, 44;1912,1544;TRUE;Silver;100;3399,99;44;42-46 CM;21,13;4;M ;2039,994;H ;U ;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.;
347;1;Bikes;Vélo;Bicicleta;LB ;CM ;Mountain-100 Silver, 48;Montaña: 100, plateada, 48;VTT 100 argent, 48;1912,1544;TRUE;Silver;100;3399,99;48;48-52 CM;21,42;4;M ;2039,994;H ;U ;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.;
348;1;Bikes;Vélo;Bicicleta;LB ;CM ;Mountain-100 Black, 38;Montaña: 100, negra, 38;VTT 100 noir, 38;1898,0944;TRUE;Black;100;3374,99;38;38-40 CM;20,35;4;M ;2024,994;H ;U ;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.;
349;1;Bikes;Vélo;Bicicleta;LB ;CM ;Mountain-100 Black, 42;Montaña: 100, negra, 42;VTT 100 noir, 42;1898,0944;TRUE;Black;100;3374,99;42;42-46 CM;20,77;4;M ;2024,994;H ;U ;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.;
350;1;Bikes;Vélo;Bicicleta;LB ;CM ;Mountain-100 Black, 44;Montaña: 100, negra, 44;VTT 100 noir, 44;1898,0944;TRUE;Black;100;3374,99;44;42-46 CM;21,13;4;M ;2024,994;H ;U ;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.;
351;1;Bikes;Vélo;Bicicleta;LB ;CM ;Mountain-100 Black, 48;Montaña: 100, negra, 48;VTT 100 noir, 48;1898,0944;TRUE;Black;100;3374,99;48;48-52 CM;21,42;4;M ;2024,994;H ;U ;Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.;
